NC	3785	3789	3793	3794	3795	3796	3801	3804	3805	3806	3809	3810	3814	3815	3823	3825	3828	3830	3833	3836	3838	3839	3842	3844	3847	3848	3850	3852	3853	3854	3855	3857	3859	3864	3865	3866	3867	3871	3872	3876	3877	3880	3882	3883	3884	3885	3886	3887	3892	3894	3895	3896	3897	3899	3903	3904	3908	3909	3911	3912	3913	3914	3921	3924	3925	3928	3929	3934	3935	3937	3939	3940	3941	3942	3943	3944	3945	3950	3951	3952	3953	3954	3956	3959	3960	3961	3962	3963	3964	3966	3967	3968	3969	3970	3972	3973	3974	3975	3976	3977	3978	3980	3987	3990	3991	3994	3997	3998	3999	4008	4009	4010	4012	4013	4014	4021	4022	4023	4024	4026	4027	4028	4031	4036	4040	4041	4042	4046	4055	4056	4058	4060	4062	4063	4064	4065	4066	4067	4068	4070	4071	4081	4083	4085	4086	4087	4088	4090	4094	4097	4100	4101	4103	4109	4112	4113	4115	4120	4121	4123	4124	4125	4127	4129	4131	4132	4133	4136	4139	4140	4143	4144	4146	4147	4150	4151	4152	4153	4154	4155	4158	4162	4165	4167	4171	4174	4179	4183	4184	4185	4187	4188	4189	4191	4192	4193	4194	4196	4197	4198	4199	4200	4201	4205	4206	4216	4217	4219	4221	4222	4223	4226	4231	4232	4233	4235	4236	4240	4241	4242	4244	4246	4247	4251	4252	4253	4254	4257	4258	4261	4262	4263	4265	4268	4269	4270	4271	4272	4275	4276	4277	4278	4281	4283	4285	4287	4295	4296	4297	4300	4306	4307	4309	4310	4311	4312	4313	4314	4316	4317	4318	4319	4320	4323	4324	4325	4326	4327	4329	4331	4333	4334	4340	4343	4344	4345	4347	4349	4350	4352	4354	4357	4358	4360	4364	4366	4370	4372	4377	4378	4380	4382	4384	4385	4388	4396	4398	4399	4404	4405	4406	4408	4411	4416	4417	4418	4420	4421	4422	4423	4424	4429	4431	4432	4433	4436	4437	4438	4439	4450	4451	4452	4453	4454	4455	4456	4457	4461	4462	4463	4464	4467	4469	4472	4478	4480	4485	4486	4489	4490	4491	4492	4493	4496	4499	4500	4505	4507	4508	4510	4512	4519	4522	4529	4530	4533	4534	4535	4537	4538	4541	4542	4546	4547	4548	4549	4550	4551	4554	4555	4557	4558	4559	4560	4561	4563	4565	4567	4570	4571	4573	4574	4581	4582	4584	4586	4587	4593	4594	4595	4597	4598	4599	4601	4608	4609	4610	4611	4613	4615	4616	4617	4619	4620	4621	4622	4625	4629	4630	4631	4632	4633	4635	4639	4640	4643	4644	4645
NC_000854	-3	-3	1.5	-3	-1.998	0	0	-1.002	-3	-3	0	0	1.5	-1.002	-3	-3	0	-3	-3	-3	0	-3	1.5	-3	-1.002	-3	-3	-3	-3	-3	0	-3	-3	3	-3	-3	-3	0	-1.8	-3	-3	-3	-3	-3	0	-3	-3	-3	-1.002	-3	-3	-3	-3	-3	0	-3	1.002	-3	-3	-3	-3	-1.8	-1.5	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1.002	-1.5	-1.8	-3	-3	0	0	1.8	-3	-3	3	-3	-3	-1.002	-3	0	-3	-3	1.002	-3	0	-3	-3	0	-3	-3	0	-3	-3	-1.002	-2.142	-3	-3	0	-3	-3	-0.6	-1.998	-1.002	3	-3	-3	-3	-3	-3	-3	-1.002	-3	-1.5	-3	-3	-3	-3	-3	-1.5	-1.908	-3	-1.5	-3	3	-3	-1.5	1.002	1.002	-3	-3	-3	-2.142	-3	-0.6	-3	-3	-3	-3	-3	-3	0	3	0.6	-3	-1.8	0	-1.998	-3	-3	-3	-3	-3	-3	0	-3	0	-3	-3	0	-3	-3	-3	-3	-3	1.002	-3	-3	-3	0	-3	-3	1.002	-3	-3	1.8	-1.8	-1.998	-3	-3	-3	-3	0	-3	-3	0	-3	-3	-3	-3	-2.598	-3	-3	-3	0	-3	-3	-3	-3	-3	-1.002	-3	-1.5	3	-3	0	-3	-3	-3	0	-3	-3	-3	-3	-3	-3	-1.5	-3	-3	0	0	-3	-3	-3	0	-3	-3	-1.8	-3	-3	-3	-3	-3	-3	-3	0	-3	-3	-3	-3	-3	-3	-3	-3	-1.998	0	0	-3	-3	-3	-3	-1.002	3	0	-3	-3	-3	-3	0	-1.8	0	-3	-3	-3	3	-3	-3	-3	-1.8	-1.002	-3	0	-3	0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	0	-3	-3	-3	-3	-3	3	-3	-3	-3	-3	-3	-3	-3	1.8	-0.498	-0.27	-1.5	-3	-3	-3	-3	-3	-1.002	-3	-3	0	-3	-3	1.8	1.8	-3	-3	1.002	3	-3	-3	-3	-3	-3	-1.002	-3	-3	-3	-3	-3	-3	-3	-3	-1.002	-3	-3	-3	0	0	-1.5	-3	0	-1.002	-3	3	-3	3	-3	-3	-3	-1.002	-3	0	-3	-3	-3	-3	0	-3	-3	1.002	-3	-3	0	-1.002	-3	-3	-3	0	0	-3	-2.142	-3	-3	-3	-3	-3	-3	-1.5	-3	-1.998	-3	-3	-3	-3	-3	-3	-3	0	-0.6	-3	-1.002	-3	-3	-1.002	-3	0	-3	-3	-1.002	-3	3	-1.002	-3
NC_009954	-3	3	3	-3	-3	-3	0	-1.002	-1.002	-3	0	0	1.5	-1.002	-3	-3	0	-3	-3	-3	0	-3	-3	-3	-1.002	-1.002	0	0	-3	-3	-3	-3	-3	3	-3	0	-1.5	-3	-1.8	-3	-3	-3	-3	0	0	-3	-3	-3	-1.002	3	-3	-3	-3	0	0	-3	1.002	-1.8	-3	-3	-3	-1.8	-1.5	-3	0	-3	-3	0	3	-3	0	-1.5	-3	-1.002	-1.5	-3	-3	0	-3	0	-0.6	-3	-3	-1.5	-3	0	-1.002	-3	0	-3	-3	-3	-3	-3	-3	-1.5	0	-1.8	-3	-3	-3	-3	-3	-2.142	-3	-3	-3	-3	-3	-0.6	-1.998	-1.002	-1.5	-3	-3	-3	-3	0	-3	-1.002	-3	-1.5	-3	0	-3	-3	-1.002	-3	-2.454	-3	-1.5	-3	-1.5	0	-1.5	-3	0	-3	-3	-3	-2.142	3	-3	-3	-3	0	-3	-3	-3	0	0	1.8	-3	-1.8	0	-1.998	-3	-3	-3	-3	-3	-3	0	0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	0	-3	-3	-3	-3	0	-1.002	0	-3	-1.8	-1.8	-1.998	0	-3	-3	-3	0	-3	0	0	-3	-3	-3	-3	-2.598	-3	-3	-3	-1.5	0	-1.002	0	-3	-3	1.002	-3	-1.5	0	-3	0	-3	-3	-1.8	0	-3	-3	-3	-3	-3	-3	-1.5	-3	-3	-3	0	-3	0	-3	0	-3	-3	-1.8	-3	-3	-3	-3	-3	3	-3	0	-3	-3	0	-1.5	-3	0	-3	0	-3	-3	0	-3	-3	-3	-1.002	1.002	3	0	0	-1.002	-3	-3	0	-1.8	-3	-3	-3	-3	-3	0	-1.002	-3	-3	-3	-1.5	-1.5	-1.998	0	-3	-3	0	-3	-3	-3	-3	-3	-3	-3	3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	0	0	-3	-3	-3	-3	-3	-3	-1.8	-1.998	-1.362	-3	-3	-3	-3	-1.002	-3	-3	-3	-3	-3	-3	-3	0.6	-3	-1.002	-3	0	1.002	-1.002	-3	-3	0	-3	-1.002	-3	-3	0	-1.5	-3	-3	0	0	-1.002	-3	-3	-3	3	0	-1.5	-1.8	-3	-1.002	-1.5	0	-1.5	-3	-3	0	-3	-3	-1.5	-3	-1.5	-3	0	-3	0	-1.002	-3	1.002	-3	-3	-3	-1.998	-3	-3	-3	-3	-3	0	-3	-3	-3	-3	-3	-3	-3	-1.5	-3	-1.998	-3	-3	-3	-3	0	-3	-1.5	3	-0.6	-3	-1.002	-3	0	-1.002	-3	0	-3	-3	-1.002	0	-3	-3	-3
NC_011766	-3	-3	-1.5	-3	-1.998	-3	-3	-1.002	-3	-3	3	-3	1.5	-1.002	-3	-3	0	-3	-3	-3	0	-3	6	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	3	-3	-3	-1.5	0	-3	-3	-3	-3	-3	-3	0	-3	-3	-3	-3	0	-3	-3	-3	-3	0	-3	1.002	-1.8	-1.998	-3	-3	-3	-1.5	-3	-3	0	-3	-3	-3	-3	-3	0	-3	-1.002	-1.5	1.8	-3	0	0	0	1.8	-3	0	-1.5	-3	-3	-3	-3	0	-3	-3	-1.002	-3	-3	-3	-3	-3	-1.8	-3	-3	-3	-3	-3	-2.142	-3	-3	-3	-3	-3	-0.6	-1.998	1.002	-1.5	-3	0	-3	-3	0	-3	-1.002	-3	-3	-3	0	-3	-3	-1.002	-1.5	-2.454	-3	-1.5	0	-1.5	-3	-3	-1.002	1.002	-3	-3	-3	-2.142	0	-1.8	-3	-3	0	-3	-3	-3	0	-3	-1.8	-3	-3	0	-1.998	-3	-3	-3	-3	-3	-3	0	-3	0	-3	-3	-3	-3	-3	-3	-3	0	-3	-3	-3	-3	0	-3	-3	-3	-3	-3	-3	-1.8	-1.998	-3	-3	-3	-3	0	-3	-3	0	-3	-3	-3	-3	-3	-3	-3	-3	-1.5	-3	-3	-3	-3	-3	1.002	-3	-1.5	0	-3	0	-3	-3	-3	0	-3	-3	-3	-3	-3	-3	-1.5	-3	-3	0	0	-3	0	-3	0	-3	-3	-1.8	-3	-3	-3	-3	-3	3	-3	-3	-3	-3	-3	-3	-3	-3	0	-3	-1.002	0	-3	-3	-3	-3	-3	-1.002	-3	-3	-3	-3	-3	-3	0	-1.8	-3	-3	-3	-3	9	0	-3	0	-3	1.002	-3	-3	-1.998	0	-3	-3	0	-3	-3	-3	-3	-3	-3	-3	-3	0	-3	-3	-3	-3	0	-3	-3	-3	-3	-3	3	-3	-3	-3	-3	-3	-3	-3	1.8	1.998	-0.27	0	-3	-3	-3	-1.002	-3	1.002	-3	-3	0	-1.002	-1.8	-1.8	-1.8	-1.002	-3	1.002	1.002	-3	-3	-3	-3	-3	-1.002	-3	-3	0	-1.5	-3	-1.5	-3	-3	-1.002	-3	-3	-3	3	0	-3	-1.8	0	-1.002	-1.5	0	-3	-3	-3	-3	-3	-1.002	-1.5	-1.5	-3	-3	0	-3	-3	-3	-3	-3	-3	0	0	-1.998	-3	-3	0	-3	0	0	-2.142	-3	-3	-3	0	-3	-3	-3	0	-3	-3	-3	-3	-3	-3	-3	-1.5	0	-0.6	-3	-1.002	-3	-3	-1.002	-3	0	-3	-3	-1.002	0	0	-1.002	-3
NC_008818	-3	3	-1.5	0	-1.998	-3	-3	-3	-3	-3	0	0	3	-1.002	-3	-3	0	-3	-3	-3	-3	-3	-3	-3	1.002	-3	0	0	-3	-3	-3	-3	-1.5	3	-3	-3	-1.5	0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-1.002	-3	-3	-3	-3	0	0	-3	3	-1.8	-1.998	-3	-3	-3	-3	-3	-3	0	-3	-3	3	-3	0	-3	-3	-1.002	-1.5	-1.8	-1.002	0	0	0	-1.8	-3	0	-1.5	-1.5	-3	-3	-3	-3	-3	-3	1.002	-3	-3	-3	-3	-3	0.6	-3	0	-3	-3	-1.002	-2.142	-3	-3	0	-3	-3	-1.8	-1.998	-1.002	-1.5	-3	-3	-3	-3	0	-3	-1.002	-3	-3	-3	0	-3	-3	-1.002	-3	-2.454	-3	-1.5	0	-1.5	-3	-3	1.002	-1.002	-3	-3	-3	-3	-3	-0.6	-3	-3	0	-3	-3	-3	0	-3	-1.8	-3	-3	0	-1.998	-3	-3	-3	-3	-3	-3	-3	-3	0	-3	-3	0	-3	-3	-3	-3	-3	3	-3	-3	-3	0	-3	-3	-3	-3	-3	-3	-3	-3	0	-3	-3	-3	0	-3	-3	0	-3	-3	-3	-3	-2.202	-3	-3	-3	-1.5	0	-1.002	-3	-3	-3	-1.002	-3	-3	0	-3	-3	-3	-3	-1.8	0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-1.8	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	0	-3	-1.002	-3	-3	-3	-3	-3	-3	-1.002	-3	-3	0	-3	-3	-3	-3	-1.8	-3	-3	-3	-3	-3	0	-1.002	-3	-1.8	-3	-1.5	-3	-3	0	-3	-3	0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	0	-3	-3	-3	-3	-3	3	-3	-3	0	-3	-3	-3	-3	0.6	-0.498	-1.362	-3	-3	-1.002	-3	-3	-3	-1.002	-3	-3	0	-3	-3	1.8	-0.6	-3	-3	-1.002	-1.002	-3	-3	-3	-3	-3	-1.002	-3	-3	-3	-3	-3	-3	-3	-3	-1.002	-3	-3	-3	3	-3	0	-3	0	-1.002	-3	0	-1.5	0	-3	0	-3	-3	-3	0	-1.5	-3	-3	-3	-3	-3	-3	-1.002	-3	0	0	-1.998	-3	-3	-3	-3	-3	0	-1.284	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-1.5	0	0.6	-3	-3	-3	-3	-1.002	-3	-3	-3	-3	-3	-3	0	-3	-3
NC_009776	-3	3	-1.5	-3	-1.998	-3	0	-1.002	-3	-3	0	0	-1.5	-1.002	-3	-3	0	-3	-3	-3	-3	-3	-3	-3	-3	-1.002	0	0	-3	-3	-3	-3	-3	0	-3	-3	-1.5	-3	-3	-3	3	-3	-3	0	-3	-3	-3	0	-1.002	0	-3	-3	-3	-3	-3	-3	-1.002	-1.8	-1.998	-3	-3	-1.8	-1.5	-3	0	-3	-3	-3	-3	-3	-3	-3	-3	1.002	-1.5	-1.8	-3	0	0	0	-0.6	-3	0	-1.5	-3	-3	-1.002	-3	0	-3	-3	1.002	-3	0	-3	-3	-3	-3	-3	0	-3	-3	-1.002	-2.142	-3	-3	0	-3	-3	-0.6	-1.998	-1.002	-1.5	-3	0	-3	-3	-3	-3	-1.002	-3	-3	-3	0	-3	-3	-3	-3	-2.454	-3	-1.5	0	-1.5	-3	-3	1.002	0	-3	-3	-3	-3	0	-0.6	-3	-3	0	-3	-3	0	-1.002	-3	-1.8	-3	-1.8	-3	-1.998	-3	-3	-3	-3	-3	-3	-3	-3	0	-3	-3	0	-3	-3	-3	-3	-3	-3	-3	-3	-3	0	-3	-3	-3	-3	-3	-1.8	-1.8	-1.998	0	-3	-3	-3	0	-3	-3	0	-3	-3	-3	-3	-2.202	-3	-3	-3	-1.5	-3	-3	-3	-3	-3	-1.002	-3	-1.5	0	-3	0	-3	-3	-1.8	0	-3	-3	-3	-3	-3	-3	-1.5	-3	-3	0	-3	-3	-3	-3	-3	-3	-3	-1.8	-3	0	-3	-3	-3	0	-3	0	-3	-3	-3	-3	-3	-3	-3	-3	-1.998	-3	0	-3	-3	-1.002	-1.002	-1.002	-3	-3	-3	-1.002	-3	-3	0	-1.8	-3	-3	-3	-3	-3	0	-1.002	0	-1.8	-3	-1.5	-3	-3	0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	0	-3	-3	-3	-3	-3	3	-3	-3	-3	-3	-3	-3	-3	1.8	-0.498	-0.816	-1.5	-3	-3	-3	-3	-3	-1.002	-3	-3	0	-1.002	-3	-1.8	1.8	-1.002	-3	0	1.002	-1.002	-3	-3	-3	-3	-3	-3	-3	-3	-1.5	-3	-1.5	-3	-3	-1.002	-3	-3	-3	0	0	-1.5	-3	0	-1.002	-1.5	0	-1.5	0	-3	-3	-3	-3	-3	0	-3	-3	0	-3	-3	-1.002	-3	-1.002	-3	-3	0	-1.998	-1.002	-3	0	-3	-3	0	-2.142	-3	-3	-3	-3	0	-3	-1.5	-3	-1.998	-3	-1.002	-3	-3	0	-3	-1.5	0	-1.8	-3	-3	-3	-3	-1.002	-3	0	-3	-3	-3	-3	-3	-1.002	-3
NC_009440	-3	3	3	-3	-1.998	-3	0	-1.002	-3	-3	0	0	1.5	-1.002	-3	-3	0	-3	-3	-3	0	0	1.5	-3	1.002	-1.002	0	0	-3	-1.002	-3	-3	-3	3	-3	0	-1.5	-3	-0.6	-3	-3	-3	-3	0	0	-3	0	-3	-1.002	3	-3	-3	-3	0	0	-3	1.002	-1.8	-1.998	-3	-3	-1.8	-1.5	-3	0	0	-3	-3	-3	-3	-3	-3	0	-1.002	-1.5	-1.8	-3	0	-3	0	0.6	-3	0	-3	-3	-3	-1.002	-3	-3	-3	0	1.002	-3	0	-3	-3	0	-1.8	-3	-3	-3	-3	1.002	-2.142	-3	0	-3	-3	-3	-0.6	-1.998	-1.002	-3	-3	0	-3	0	0	-3	-1.002	-3	-1.5	-3	0	-3	-3	-1.002	-1.5	-1.362	0	-1.5	0	-3	-3	-1.5	1.002	1.998	-3	-3	-3	-3	0	0.6	-3	-3	0	-3	-3	0	0	0	1.8	-3	-1.8	0	-1.998	-3	-3	-3	-3	-3	-3	0	-3	-3	-3	-3	0	-3	-3	-3	-3	-3	-3	0	-3	-3	0	-3	0	-1.002	0	-3	-1.8	-3	-1.998	0	-3	-3	-3	0	-3	0	0	-3	-3	-3	-3	-2.598	-3	-3	-3	0	0	-1.002	0	-3	-3	1.002	-3	-1.5	3	-3	0	-3	-3	-1.8	0	-3	-3	-3	-3	-3	-3	-1.5	-3	-3	0	0	-3	0	0	0	-3	-3	-1.8	-3	-3	-3	-3	-3	-3	-3	0	-3	-3	-3	-3	-3	0	-3	-3	0	0	0	-3	-3	-1.002	-1.002	1.002	3	0	-3	-1.002	-3	-3	0	-3	-3	-3	-3	-3	3	0	-1.002	-3	-1.8	1.002	-1.5	0	-1.998	0	-3	-3	3	-3	-3	-3	-3	-3	-3	-3	3	0	-3	-3	0	0	0	-3	-3	-3	-3	-3	3	-3	-3	-3	-3	-3	-3	-3	1.8	2.502	1.362	-1.5	-3	-3	-3	-1.002	-3	-1.002	-3	-3	0	-1.002	-1.8	1.8	-1.8	-1.002	-3	1.998	1.002	-3	-3	-3	-3	-3	-1.002	-3	-3	0	-1.5	-3	-3	0	-3	-1.002	-3	-3	-3	3	0	0	-1.8	0	-1.002	-1.5	3	-1.5	0	-3	-3	0	-1.002	-1.5	0	-3	-3	0	-3	0	-3	-3	1.002	-3	0	0	-1.998	-1.002	-3	0	0	-3	0	-2.142	-3	-3	-3	-3	-3	-3	0	-3	-1.998	-3	-1.002	-3	-3	-3	-3	-1.5	0	-0.6	-3	-1.002	0	-3	-1.002	-3	0	-3	-3	-1.002	0	0	-3	-3
NC_003364	-3	3	3	0	-1.998	-3	0	-1.002	-3	-3	0	0	0	-1.002	-3	-3	0	-3	-3	-3	0	-3	1.5	-3	1.002	-1.002	-3	-3	-1.002	-3	-3	-3	-3	3	-3	-3	-1.5	0	0.6	-3	-3	-3	-3	-3	0	-3	-3	-3	-3	-3	-3	0	-3	-3	0	-3	-1.002	-1.8	-3	-3	-3	-1.8	-1.5	-3	-3	-3	-3	-3	-3	-3	0	0	0	-3	-1.5	-1.8	-1.002	0	0	0	0.6	-3	0	1.5	-1.5	-3	-1.002	-3	0	-3	-3	3	-3	0	-3	-3	0	-1.8	-3	-3	-3	-3	1.002	-2.142	-3	-3	0	-3	-3	-0.6	-1.998	-1.002	1.5	-3	0	-3	-3	0	-3	-1.002	-3	0	0	0	-3	0	-1.002	-1.5	-1.908	-3	-1.5	-3	1.5	0	0	3	1.002	-3	-3	-3	-2.142	-3	0.6	-3	-3	0	-3	-3	-3	-1.998	0	1.8	-3	-1.8	0	-1.998	-3	-3	-3	-3	-3	-3	0	0	3	-3	-1.002	3	-3	-3	-3	-3	-3	1.002	3	-3	-3	-3	-3	-3	-1.002	3	-3	-3	-0.6	-1.998	-3	-3	-1.5	-3	0	-3	0	0	-3	-3	-3	-3	-2.202	-3	-3	-3	0	-3	1.002	-3	-3	-3	-1.002	-3	-1.5	3	-3	0	-3	-3	-1.8	0	-3	-3	-1.002	-3	-3	-3	-1.5	-1.998	-3	-3	0	-3	3	-3	-3	-3	-3	-0.6	-3	-3	-1.8	0	-3	3	-3	-3	-3	-3	0	-3	-3	-3	-3	-3	-3	0	0	-3	-3	-1.002	1.002	1.002	3	-3	0	-3	-3	-3	0	-1.8	-3	-3	-3	0	3	-3	-3	-3	-0.6	-3	-1.5	-1.5	-3	0	-3	-3	-3	-3	-3	-1.8	-3	-3	-3	-3	-3	0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	3	-3	-3	-3	-3	-3	-3	-3	-0.6	-1.998	-1.362	-1.5	-3	-1.002	-3	-1.002	-3	1.002	-3	0	-3	-1.002	-1.8	1.8	3	-1.002	-3	1.002	1.002	-1.002	-3	-3	-3	-3	-1.002	-3	-3	-3	-1.5	-3	-3	0	-3	-1.002	-3	-3	-3	3	0	-1.5	-1.8	0	-1.002	-1.5	3	-1.5	0	0	-3	-3	-1.002	-1.5	1.5	-1.5	-3	0	-3	0	-1.002	-3	1.002	-3	-3	0	-1.998	-1.002	-3	0	0	-3	-3	-1.284	-3	-3	-3	-3	-3	-3	0	0	-1.998	-3	-1.002	-3	-3	-3	-3	-1.5	0	-1.8	-3	-1.002	-3	-3	-1.002	-3	0	-3	-3	-1.002	0	-3	-1.002	-3
NC_007181	-3	3	1.5	-3	-1.998	-3	0	-1.002	-3	-3	0	0	0	-1.002	-3	-3	0	-3	-3	-3	0	-3	1.5	-3	1.002	-1.002	0	0	-3	-1.002	-3	-3	-3	3	-3	-3	-1.5	-3	-0.6	-3	-3	-3	-3	-3	0	-3	-3	-3	-1.002	3	-3	-3	-3	0	0	-3	1.002	-1.8	-1.998	-3	-3	-1.8	-1.5	-3	-3	0	-3	-3	-3	-3	0	-3	0	-3	-1.5	-1.8	-3	0	-3	0	-0.6	-3	0	-3	-3	-3	-1.002	-3	-3	-3	-3	1.002	-3	0	-3	-3	0	-1.8	-3	-3	-3	-3	1.002	-2.142	-3	0	0	-3	-3	-0.6	-1.998	-3	-3	-3	0	-3	0	0	-3	-1.002	-3	-3	-3	0	-3	-3	-1.002	-1.5	-1.908	0	-1.5	0	-3	-3	-3	1.002	1.002	-3	-3	-3	-1.284	0	0.6	-3	-3	0	-3	-3	-3	0	0	0.6	-3	-1.8	0	-1.998	-3	0	-3	-3	-3	-3	0	-3	0	-3	-1.002	0	-3	-3	-3	1.002	-3	-3	0	-3	-3	0	-3	0	-1.002	0	-3	1.8	-1.8	-1.998	0	-3	-3	-3	0	-1.002	0	0	-1.002	-3	-3	-3	-2.598	-3	-3	-3	0	0	-1.002	0	-3	-3	1.002	-3	-1.5	3	-3	0	-3	-3	-1.8	0	-3	-3	-3	-3	-3	-3	-1.5	-3	-3	0	0	-3	0	0	0	-3	-3	-0.6	1.002	-3	-3	-3	-3	-3	-3	0	-3	-3	0	-1.5	-3	0	0	-3	-1.998	-3	-3	-3	-3	-1.002	-1.002	1.002	3	3	-3	-1.002	-3	-3	-3	-1.8	0	-3	-3	0	3	0	-1.002	-3	-1.8	1.002	-1.5	0	-3	0	-3	-3	3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	0	-3	-3	-3	-3	-3	3	-3	-3	-3	-3	-3	-3	-3	1.8	2.502	1.908	-1.5	-3	-3	-3	-1.002	-3	-1.002	-3	-3	0	-1.002	-0.6	-1.8	-1.8	-1.002	-3	1.002	1.002	-3	0	-3	-3	-3	-1.002	-3	-3	-3	-1.5	-3	-1.5	-3	-3	-1.002	-3	-3	-3	3	0	0	-1.8	0	-1.002	0	3	-1.5	0	-3	-3	-3	-3	-1.5	0	-3	-3	0	-3	0	-3	-3	1.002	-3	0	0	-1.998	-1.002	-3	0	0	-3	-3	-2.142	-3	-3	-3	-3	-3	-3	0	0	-1.998	-3	-1.002	-3	-3	-3	-3	-1.5	0	-0.6	-3	-1.002	-3	-3	-1.002	-3	0	-3	-3	-1.002	0	0	-3	-3
NC_008698	-3	-3	-1.5	-3	-3	-3	-3	-1.002	-3	-3	3	-3	1.5	-1.002	-3	-3	0	-3	-3	-3	0	0	-3	-3	-1.002	-3	0	0	-3	-3	-3	-3	-1.5	0	-3	-3	-3	-3	-1.8	-3	-3	-3	-3	0	-3	-3	-3	-3	-1.002	-3	-3	-3	-3	-3	0	-3	1.002	-1.8	-3	-3	-3	-3	-1.5	-3	0	0	-1.8	-3	3	-3	-3	-1.5	-3	-3	-1.5	-0.6	-1.002	0	0	3	0.6	-3	-3	1.5	-3	0	-3	-3	0	-3	-3	1.002	-3	-3	-3	-3	-3	-1.8	-3	0	-3	-3	-1.002	-2.142	-3	-3	0	-3	-3	-0.6	-1.998	1.002	1.5	-3	-3	-3	-3	-3	-3	-1.002	-3	-3	0	0	-3	-3	-1.002	-1.5	-2.454	-3	-1.5	-3	1.5	-3	-3	1.002	1.998	-3	-3	-3	-1.284	0	-0.6	-3	-3	0	-3	-3	-3	0	-3	-1.8	-3	-3	0	-1.998	-3	-3	-3	-1.002	-3	-3	0	-3	3	-3	-3	0	-3	-3	-3	1.002	-3	1.002	-3	-3	-3	0	-3	-3	-3	-3	-3	-0.6	-1.8	-1.998	-3	-3	-3	-3	0	-1.002	-3	0	-3	-3	-3	-3	-2.202	-3	-3	-3	-1.5	0	-1.002	0	-3	-3	-3	-3	-3	0	-3	0	-3	-3	-1.8	0	-3	-3	-3	-3	-3	-3	-3	-3	0	0	0	-3	-3	-3	0	-3	-3	-1.8	1.002	-3	-3	-3	-3	0	-3	-3	-3	-3	-3	-3	-3	0	0	0	-1.002	-3	-3	-3	-3	-1.002	-1.002	-1.002	-3	0	0	-1.002	-3	-3	-3	-1.8	-3	-3	0	-3	-3	0	-1.002	-3	-1.8	-3	-1.5	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	0	-3	-3	-3	-3	-3	3	-3	-3	-3	-3	-3	-3	-3	0.6	-1.5	-0.816	-1.5	-3	-3	-3	-1.002	-3	3	-3	-3	0	-1.002	-1.8	1.8	3	-1.002	-3	1.998	3	-3	-3	-3	-3	-3	-1.002	-3	-3	-3	-3	-3	-3	0	-3	-1.002	-3	-3	-3	0	0	-3	-1.8	-3	-1.002	-1.5	0	-1.5	0	0	0	0	-3	-1.5	0	-3	-3	-3	-3	-3	-1.002	-3	-3	-3	0	0	-1.998	-1.002	-3	-3	0	-3	-3	-1.284	-3	-3	-3	-3	-3	-3	-1.5	-3	-3	-3	-3	-3	-3	0	-3	-1.5	0	-0.6	-3	-1.002	-3	-3	-1.002	-3	0	-3	-3	-1.002	0	-3	-3	-3
